tweet,irony
life is full of little ass moments. enjoy all the little shit cuz that shit adds up.,yes
working on my longform piece about how you can enjoy youtube hauls AND be a socialist please stay tuned,no
"If you do not enjoy what you are doing, you will never be good at it. -Luke Parker",no
The rumors are true - My interview on @nprfreshair is now live and yes I am dating Terry Gross. Enjoy.,no
We always enjoy visiting Nationwide Children's Hospital and meeting some great Buckeyes this time of year!!!,no
"I love baggy clothes so much, I enjoy being comfortable looking like a little boy.",yes
If y'all wanna date underage people then just date them and enjoy the jailtime. No one is about to debate the morality of it with you.,no
Students are not CHEATERS. They just enjoy having the same answers!,no
"My advice to Jets fans...it's been a tough year...don't worry about the draft...root for your team...and when they win, enjoy it",no
Am I the only person who enjoy's sitting on the toilet even when they aren't doing anything?,yes
I think October TOTM will be a fun episode & I'm enjoying working on it but it's gonna be a gruelling edit. Trynna just enjoy the process!,no
"Life is fucking short, go enjoy that shit",yes
I'm not checking grades until January 2nd. I need to enjoy Christmas and New Year's.,no
I guess I can finally cross this off my bucket list. Please enjoy my buzzfeed article :'),no
"Thanks RUSD, I really enjoy having my finals in January and leaving for break two days before Christmas",no
"liza's, quen's, lizquen fans, friends, enjoy the Christmas special tomorrow! represent us well, show them some love, and scream your  out!",no
DV is now closed. Enjoy your first snow day of the year! 12/12/16,no
i love you i do,no
The only enduring motive for prayer is that God is worthy to be sought. -Daniel Henderson,no
Denim love. So ganda and gwapo!!!,no
adopt me I'll love u forever,no
Don't nobody know real love anymore,no
i want to love and protect him and boop his cute small nose :(,no
"It's not hard to find someone who will tell you they love you, it's hard to find someone that means it.",no
no one deserves my love more than you do,no
Wow got off the plane to mad texts about if it's me with India Love. Y'all I have hand tattoos. Try again.,no
"Preston is annoying and insensitive and a jerk but he's also caring and protective and when he falls in love, that's it.",no
god i really love his hair it looks hella good on him,no
For the love of this fandom I will use this emoji tonight:,no
"You're the only one I wish I could forget, and the only one I'd love to not forgive.",yes
I love Google,no
"Fall in love when you're ready, not when you're lonely.",yes
"I love when people say I smell good, like that's the best compliment ever in life.",no
"When I tell you I love you, I'm not saying it out of habit. I'm reminding you that you are my life.",yes
hate being taken for granted. love being taken for pizza tho.,no
"""You know you're in love when you don't want to fall asleep because reality is finally better than your dreams.""",no
I love how jadines at araneta have jadine maharot pics blown up. We are very well represented.,no
Spread the love and unity!,no
"so many years of education, yet nobody taught us how to love ourselves.",no
"i love my relationship, i adore my boyfriend, and lastly i cherish every moment we spend together.",no
The person you adore texting you > hundreds of likes,no
75. Victoria. A fashion icon. Adore her to death. Can make a potato sack look good. She's crazy flexible and talented.,no
"i crave the most innocent parts of a relationship. like holding hands, forehead kisses and being able to tell someone how much i adore them",no
"If a man cries showing his true emotions to someone/something, I think it is so manly and I adore it. Its not pussy shit to me idc",yes
"Happy b'day to the superstar i adore like a star in the sky, being grounded even at crown",no
"Enjoy a bath once in a while. I made this playlist. Get in the tub, press shuffle and treat yourself.",no
"""You can just enjoy music without understanding it. Music is a universal language""",no
"""We enjoy defending balls"". Telling line from @imVkohli about how crucial defence is to batsmanship.",no
Could you leave the card at home? Enjoy the Christmas party season without breaking the bank,no
"If you enjoy writing about music and want to get your writing out there, please DM me.",no
Why people embarrassed to go in public with their parents or grandparents. I enjoy going with mine. It's always interesting what happens.,no
"Kanye West at Trump Tower...I enjoy witnessing everyone collectively freak out on Twitter, like:",no
stop trying to start drama saying they copied concept lmao just enjoy those 14 flying gods,no
One of the many ways you can enjoy pizza,no
"Enjoy your life, make your dreams come true.",no
Do not enjoy this tweet.,no
Awww I wanna see this too!!!! huhu Enjoy the night LizQuens and scream your loudest!!,no
I'm okay with being a loner and havin a small circle I enjoy my own company and I only wanna be around people that genuinely enjoy me,no
"I'm not lazy, I just really enjoy doing nothing.",no
Life isn't about having things to enjoy life. It's about enjoying life with the things you have.,no
Me: I should stop wasting time and just study . Also me: Time that I enjoy wasting is not wasted .,yes
"For all the JaDines who will be at the ABSCBNChristmasSpecial, hope you enjoy and give your full support to JaDine!",no
"GD: ""we kept delaying the release until we produced an album that everyone could enjoy”",no
I enjoy long romantic walks to the fridge.,no
"Enjoy every moment you have. Because in life, there are no rewinds, only flashbacks.",no
"""Life is short. Time is Fast. No replay. No rewind. So enjoy every precious moment to the fullest as it comes.. "" Credit: vlenika",no
I enjoy listening to lies when I know the truth,no
Just because you might enjoy gay media content as a consumer doesn't mean you can't be homophobic js,yes
yesterday gaming vid was so cute i loved that phil was asking dan is he really enjoy it it felt like he's sharing his childhood with dan,yes
My 2 pieces of advice after TFA - 1) Enjoy the ride! 2) Not all thinkpieces need to be read or even acknowledged. Have fun!,no
Millions of tourists visit Amritsar and they enjoy exploring the culture & heritage of the city. /2,no
i honestly don't know if you're gonna enjoy tomorrow's video but i'm taking a chance. it's a 100% workout vlog.,no
i feel soooo bad for people who can't enjoy more than one genre of music,no
i honestly don't know if you're gonna enjoy tomorrow's video but i'm taking a chance. it's a 100% workout vlog.,no
Really wishing I was in the PI so I can be in Araneta wearing blue with you guys! Team Abroad there in spirit! Enjoy!,no
Won't enjoy Christmas till Santa releases his tax returns.,no
"when the ticket guy says, ""enjoy the movie"" and you reply, ""you too""",yes
"1M club,fulrun50crs,appreciation,fans satisfaction,almost al targets kottadu,Ignore anties sollu,Just enjoy this success. #Ramcharan #Dhruva",no
